timestamp,name,cpu_pct,mem_used,mem_limit,mem_pct,net_in_out,block_io
2026-08-17T22:23:11,hirewise_api,1.51%,150.3MiB,7.604GiB,1.93%,24.9MB,20.2MB,0B,0B
2026-08-17T22:23:11,hirewise_mcp,0.09%,89.2MiB,7.604GiB,1.15%,46.9kB,54.5kB,0B,0B
2026-08-17T22:23:11,hirewise_worker,0.03%,290.2MiB,7.604GiB,3.73%,886kB,941kB,0B,0B
2026-08-17T22:23:11,hirewise_redis,0.31%,11.64MiB,7.604GiB,0.15%,11.6MB,10.8MB,0B,0B
2026-08-17T22:23:11,hirewise_db,0.01%,51.42MiB,7.604GiB,0.66%,9.26MB,27.7MB,0B,0B
2026-08-17T22:23:18,hirewise_frontend,1.46%,75.42MiB,7.604GiB,0.97%,1.15kB,126B,0B,0B
2026-08-17T22:23:18,hirewise_api,1.53%,150.6MiB,7.604GiB,1.93%,24.9MB,20.2MB,0B,0B
2026-08-17T22:23:18,hirewise_mcp,0.09%,89.2MiB,7.604GiB,1.15%,46.9kB,54.5kB,0B,0B
2026-08-17T22:23:18,hirewise_worker,0.12%,290.2MiB,7.604GiB,3.73%,890kB,944kB,0B,0B
2026-08-17T22:23:18,hirewise_redis,0.33%,11.64MiB,7.604GiB,0.15%,11.6MB,10.8MB,0B,0B
2026-08-17T22:23:18,hirewise_db,0.02%,51.41MiB,7.604GiB,0.66%,9.26MB,27.7MB,0B,0B
2026-08-17T22:23:26,hirewise_frontend,2.00%,75.64MiB,7.604GiB,0.97%,1.15kB,126B,0B,0B
2026-08-17T22:23:26,hirewise_api,2.20%,150.6MiB,7.604GiB,1.93%,24.9MB,20.2MB,0B,0B
2026-08-17T22:23:26,hirewise_mcp,0.09%,89.21MiB,7.604GiB,1.15%,47.2kB,54.9kB,0B,0B
2026-08-17T22:23:26,hirewise_worker,0.11%,290.2MiB,7.604GiB,3.73%,895kB,949kB,0B,0B
2026-08-17T22:23:26,hirewise_redis,0.36%,11.64MiB,7.604GiB,0.15%,11.6MB,10.8MB,0B,0B
2026-08-17T22:23:26,hirewise_db,0.01%,51.87MiB,7.604GiB,0.67%,9.26MB,27.7MB,0B,0B
